nmm_text_id,lang,type,nmm_text_for_search,expected_nmm_id
nmm_t_5663,en,nmmgn,Jin-jiang-mu-li-sui is a kind of Natural Medicinal Material.,nmm-013d
nmm_t_5664,zh,nmmgn_zh,近江牡蛎碎是一种天然药材。,nmm-013d
nmm_t_5665,en,nmmsn,Crassostrea gigas vel Ostrea rivularis vel talienwhanensis Shell Minced is a kind of Natural Medicinal Material.,nmm-013e
nmm_t_5666,zh,nmmsn_zh,碎制长牡蛎或近江牡蛎或大连湾牡蛎壳是一种天然药材。,nmm-013e
nmm_t_5667,en,nmmgn,Mu-li-sui is a kind of Natural Medicinal Material.,nmm-013e
nmm_t_5668,zh,nmmgn_zh,牡蛎碎是一种天然药材。,nmm-013e
nmm_t_5669,en,nmmsn,Crassostrea gigas Shell Minced and Calcined-open is a kind of Natural Medicinal Material.,nmm-013f
nmm_t_5670,zh,nmmsn_zh,明煅制碎制长牡蛎壳是一种天然药材。,nmm-013f
nmm_t_5671,en,nmmgn,Duan-chang-mu-li is a kind of Natural Medicinal Material.,nmm-013f
nmm_t_5672,zh,nmmgn_zh,煅长牡蛎是一种天然药材。,nmm-013f
nmm_t_5673,en,nmmsn,Ostrea talienwhanensis Shell Minced and Calcined-open is a kind of Natural Medicinal Material.,nmm-013g
nmm_t_5674,zh,nmmsn_zh,明煅制碎制大连湾牡蛎壳是一种天然药材。,nmm-013g
nmm_t_5675,en,nmmgn,Duan-da-lian-wan-mu-li is a kind of Natural Medicinal Material.,nmm-013g
nmm_t_5676,zh,nmmgn_zh,煅大连湾牡蛎是一种天然药材。,nmm-013g
nmm_t_5677,en,nmmsn,Ostrea rivularis Shell Minced and Calcined-open is a kind of Natural Medicinal Material.,nmm-013h
nmm_t_5678,zh,nmmsn_zh,明煅制碎制近江牡蛎壳是一种天然药材。,nmm-013h
nmm_t_5679,en,nmmgn,Duan-jin-jiang-mu-li is a kind of Natural Medicinal Material.,nmm-013h
nmm_t_5680,zh,nmmgn_zh,煅近江牡蛎是一种天然药材。,nmm-013h
nmm_t_5681,en,nmmsn,Crassostrea gigas vel Ostrea rivularis vel talienwhanensis Shell Minced and Calcined-open is a kind of Natural Medicinal Material.,nmm-013i
nmm_t_5682,zh,nmmsn_zh,明煅制碎制长牡蛎或近江牡蛎或大连湾牡蛎壳是一种天然药材。,nmm-013i
nmm_t_5683,en,nmmgn,Duan-mu-li is a kind of Natural Medicinal Material.,nmm-013i
nmm_t_5684,zh,nmmgn_zh,煅牡蛎是一种天然药材。,nmm-013i
nmm_t_5685,en,nmmsn,Pleuropterus multiflorus Root-tuber is a kind of Natural Medicinal Material.,nmm-013j
nmm_t_5686,zh,nmmsn_zh,何首乌块根是一种天然药材。,nmm-013j
nmm_t_5687,en,nmmgn,He-shou-wu is a kind of Natural Medicinal Material.,nmm-013j
nmm_t_5688,zh,nmmgn_zh,何首乌是一种天然药材。,nmm-013j
nmm_t_5689,en,nmmsn,Pleuropterus multiflorus Root-tuber Sliced is a kind of Natural Medicinal Material.,nmm-013k
nmm_t_5690,zh,nmmsn_zh,片制何首乌块根是一种天然药材。,nmm-013k
nmm_t_5691,en,nmmgn,He-shou-wu-pian is a kind of Natural Medicinal Material.,nmm-013k
nmm_t_5692,zh,nmmgn_zh,何首乌片是一种天然药材。,nmm-013k
nmm_t_5693,en,nmmsn,Pleuropterus multiflorus Root-tuber Chunked is a kind of Natural Medicinal Material.,nmm-013l
nmm_t_5694,zh,nmmsn_zh,块制何首乌块根是一种天然药材。,nmm-013l
nmm_t_5695,en,nmmgn,He-shou-wu-kuai is a kind of Natural Medicinal Material.,nmm-013l
nmm_t_5696,zh,nmmgn_zh,何首乌块是一种天然药材。,nmm-013l
nmm_t_5697,en,nmmsn,Pleuropterus multiflorus Root-tuber Sliced and Stewed-bean-juice is a kind of Natural Medicinal Material.,nmm-013m
nmm_t_5698,zh,nmmsn_zh,黑豆汁炖制片制何首乌块根是一种天然药材。,nmm-013m
nmm_t_5699,en,nmmgn,Hei-dou-dun-shou-wu-pian is a kind of Natural Medicinal Material.,nmm-013m
nmm_t_5700,zh,nmmgn_zh,黑豆炖首乌片是一种天然药材。,nmm-013m
nmm_t_5701,en,nmmsn,Pleuropterus multiflorus Root-tuber Sliced and Steamed-simple is a kind of Natural Medicinal Material.,nmm-013n
nmm_t_5702,zh,nmmsn_zh,清蒸制片制何首乌块根是一种天然药材。,nmm-013n
nmm_t_5703,en,nmmgn,Zheng-shou-wu-pian is a kind of Natural Medicinal Material.,nmm-013n
nmm_t_5704,zh,nmmgn_zh,蒸首乌片是一种天然药材。,nmm-013n
nmm_t_5705,en,nmmsn,Pleuropterus multiflorus Root-tuber Sliced and Steamed-bean-juice is a kind of Natural Medicinal Material.,nmm-013o
nmm_t_5706,zh,nmmsn_zh,黑豆汁蒸制片制何首乌块根是一种天然药材。,nmm-013o
nmm_t_5707,en,nmmgn,Hei-dou-zheng-shou-wu-pian is a kind of Natural Medicinal Material.,nmm-013o
nmm_t_5708,zh,nmmgn_zh,黑豆蒸首乌片是一种天然药材。,nmm-013o
nmm_t_5709,en,nmmsn,Pleuropterus multiflorus Root-tuber Chunked and Stewed-bean-juice is a kind of Natural Medicinal Material.,nmm-013p
nmm_t_5710,zh,nmmsn_zh,黑豆汁炖制块制何首乌块根是一种天然药材。,nmm-013p
nmm_t_5711,en,nmmgn,Hei-dou-dun-shou-wu is a kind of Natural Medicinal Material.,nmm-013p
nmm_t_5712,zh,nmmgn_zh,黑豆炖首乌是一种天然药材。,nmm-013p
nmm_t_5713,en,nmmsn,Pleuropterus multiflorus Root-tuber Chunked and Steamed-simple is a kind of Natural Medicinal Material.,nmm-013q
nmm_t_5714,zh,nmmsn_zh,清蒸制块制何首乌块根是一种天然药材。,nmm-013q
nmm_t_5715,en,nmmgn,Zheng-shou-wu is a kind of Natural Medicinal Material.,nmm-013q
nmm_t_5716,zh,nmmgn_zh,蒸首乌是一种天然药材。,nmm-013q
nmm_t_5717,en,nmmsn,Pleuropterus multiflorus Root-tuber Chunked and Steamed-bean-juice is a kind of Natural Medicinal Material.,nmm-013r
nmm_t_5718,zh,nmmsn_zh,黑豆汁蒸制块制何首乌块根是一种天然药材。,nmm-013r
nmm_t_5719,en,nmmgn,Hei-dou-zheng-shou-wu is a kind of Natural Medicinal Material.,nmm-013r
nmm_t_5720,zh,nmmgn_zh,黑豆蒸首乌是一种天然药材。,nmm-013r
nmm_t_5721,en,nmmsn,Pleuropterus multiflorus Root-tuber Chunked and Stewed-bean-juice or Chunked and Steamed-simple or Chunked and Steamed-bean-juice or Sliced and Stewed-bean-juice or Sliced and Steamed-simple or Sliced and Steamed-bean-juice is a kind of Natural Medicinal Material.,nmm-013s
nmm_t_5722,zh,nmmsn_zh,黑豆汁蒸制片制或清蒸制片制或黑豆汁炖制片制或黑豆汁蒸制块制或清蒸制块制或黑豆汁炖制块制何首乌块根是一种天然药材。,nmm-013s
nmm_t_5723,en,nmmgn,Zhi-he-shou-wu is a kind of Natural Medicinal Material.,nmm-013s
nmm_t_5724,zh,nmmgn_zh,制何首乌是一种天然药材。,nmm-013s
nmm_t_5725,en,nmmsn,Lycopodium japonicum Herb is a kind of Natural Medicinal Material.,nmm-013t
nmm_t_5726,zh,nmmsn_zh,石松全草是一种天然药材。,nmm-013t
nmm_t_5727,en,nmmgn,Shen-jin-cao is a kind of Natural Medicinal Material.,nmm-013t
nmm_t_5728,zh,nmmgn_zh,伸筋草是一种天然药材。,nmm-013t
nmm_t_5729,en,nmmsn,Lycopodium japonicum Herb Segmented is a kind of Natural Medicinal Material.,nmm-013u
nmm_t_5730,zh,nmmsn_zh,段制石松全草是一种天然药材。,nmm-013u
nmm_t_5731,en,nmmgn,Shen-jin-cao-duan is a kind of Natural Medicinal Material.,nmm-013u
nmm_t_5732,zh,nmmgn_zh,伸筋草段是一种天然药材。,nmm-013u
nmm_t_5733,en,nmmsn,Gleditsia sinensis Thorn is a kind of Natural Medicinal Material.,nmm-013v
nmm_t_5734,zh,nmmsn_zh,皂荚刺是一种天然药材。,nmm-013v
nmm_t_5735,en,nmmgn,Zao-jiao-ci is a kind of Natural Medicinal Material.,nmm-013v
nmm_t_5736,zh,nmmgn_zh,皂角刺是一种天然药材。,nmm-013v
nmm_t_5737,en,nmmsn,Gleditsia sinensis Thorn Freshly-sliced is a kind of Natural Medicinal Material.,nmm-013w
nmm_t_5738,zh,nmmsn_zh,鲜切片皂荚刺是一种天然药材。,nmm-013w
nmm_t_5739,en,nmmgn,Xian-qie-zao-jiao-ci is a kind of Natural Medicinal Material.,nmm-013w
nmm_t_5740,zh,nmmgn_zh,鲜切皂角刺是一种天然药材。,nmm-013w
nmm_t_5741,en,nmmsn,Gleditsia sinensis Thorn Sliced is a kind of Natural Medicinal Material.,nmm-013x
nmm_t_5742,zh,nmmsn_zh,片制皂荚刺是一种天然药材。,nmm-013x
nmm_t_5743,en,nmmgn,Zao-jiao-ci-pian is a kind of Natural Medicinal Material.,nmm-013x
nmm_t_5744,zh,nmmgn_zh,皂角刺片是一种天然药材。,nmm-013x
nmm_t_5745,en,nmmsn,Gleditsia sinensis Thorn Freshly-sliced Cleaned is a kind of Natural Medicinal Material.,nmm-013y
nmm_t_5746,zh,nmmsn_zh,净制鲜切片皂荚刺是一种天然药材。,nmm-013y
nmm_t_5747,en,nmmgn,Jing-xian-qie-zao-jiao-ci is a kind of Natural Medicinal Material.,nmm-013y
nmm_t_5748,zh,nmmgn_zh,净鲜切皂角刺是一种天然药材。,nmm-013y
nmm_t_5749,en,nmmsn,Melanterite is a kind of Natural Medicinal Material.,nmm-013z
nmm_t_5750,zh,nmmsn_zh,皂矾是一种天然药材。,nmm-013z
nmm_t_5751,en,nmmgn,Zao-fan is a kind of Natural Medicinal Material.,nmm-013z
nmm_t_5752,zh,nmmgn_zh,皂矾是一种天然药材。,nmm-013z
nmm_t_5753,en,nmmsn,Melanterite Minced is a kind of Natural Medicinal Material.,nmm-0140
nmm_t_5754,zh,nmmsn_zh,碎制皂矾是一种天然药材。,nmm-0140
nmm_t_5755,en,nmmgn,Zao-fan-sui is a kind of Natural Medicinal Material.,nmm-0140
nmm_t_5756,zh,nmmgn_zh,皂矾碎是一种天然药材。,nmm-0140
nmm_t_5757,en,nmmsn,Melanterite Minced and Calcined-open is a kind of Natural Medicinal Material.,nmm-0141
nmm_t_5758,zh,nmmsn_zh,明煅制碎制皂矾是一种天然药材。,nmm-0141
nmm_t_5759,en,nmmgn,Duan-zao-fan is a kind of Natural Medicinal Material.,nmm-0141
nmm_t_5760,zh,nmmgn_zh,煅皂矾是一种天然药材。,nmm-0141
nmm_t_5761,en,nmmsn,Citrus medica Fingered Fruit is a kind of Natural Medicinal Material.,nmm-0142
nmm_t_5762,zh,nmmsn_zh,佛手果实是一种天然药材。,nmm-0142
nmm_t_5763,en,nmmgn,Fo-shou is a kind of Natural Medicinal Material.,nmm-0142
nmm_t_5764,zh,nmmgn_zh,佛手是一种天然药材。,nmm-0142
nmm_t_5765,en,nmmsn,Citrus medica Fingered Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-0143
nmm_t_5766,zh,nmmsn_zh,净制佛手果实是一种天然药材。,nmm-0143
nmm_t_5767,en,nmmgn,Jing-fo-shou is a kind of Natural Medicinal Material.,nmm-0143
nmm_t_5768,zh,nmmgn_zh,净佛手是一种天然药材。,nmm-0143
nmm_t_5769,en,nmmsn,Citrus medica Fingered Fruit Julienned is a kind of Natural Medicinal Material.,nmm-0144
nmm_t_5770,zh,nmmsn_zh,丝制佛手果实是一种天然药材。,nmm-0144
nmm_t_5771,en,nmmgn,Fo-shou-si is a kind of Natural Medicinal Material.,nmm-0144
nmm_t_5772,zh,nmmgn_zh,佛手丝是一种天然药材。,nmm-0144
nmm_t_5773,en,nmmsn,Phyllanthus emblica Fruit is a kind of Natural Medicinal Material.,nmm-0145
nmm_t_5774,zh,nmmsn_zh,余甘子果实是一种天然药材。,nmm-0145
nmm_t_5775,en,nmmgn,Yu-gan-zi is a kind of Natural Medicinal Material.,nmm-0145
nmm_t_5776,zh,nmmgn_zh,余甘子是一种天然药材。,nmm-0145
nmm_t_5777,en,nmmsn,Phyllanthus emblica Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-0146
nmm_t_5778,zh,nmmsn_zh,净制余甘子果实是一种天然药材。,nmm-0146
nmm_t_5779,en,nmmgn,Jing-yu-gan-zi is a kind of Natural Medicinal Material.,nmm-0146
nmm_t_5780,zh,nmmgn_zh,净余甘子是一种天然药材。,nmm-0146
nmm_t_5781,en,nmmsn,Eriocaulon buergerianum Inflorescence-with-stem is a kind of Natural Medicinal Material.,nmm-0147
nmm_t_5782,zh,nmmsn_zh,谷精草带茎花序是一种天然药材。,nmm-0147
nmm_t_5783,en,nmmgn,Gu-jing-cao is a kind of Natural Medicinal Material.,nmm-0147
nmm_t_5784,zh,nmmgn_zh,谷精草是一种天然药材。,nmm-0147
nmm_t_5785,en,nmmsn,Eriocaulon buergerianum Inflorescence-with-stem Segmented is a kind of Natural Medicinal Material.,nmm-0148
nmm_t_5786,zh,nmmsn_zh,段制谷精草带茎花序是一种天然药材。,nmm-0148
nmm_t_5787,en,nmmgn,Gu-jing-cao-duan is a kind of Natural Medicinal Material.,nmm-0148
nmm_t_5788,zh,nmmgn_zh,谷精草段是一种天然药材。,nmm-0148
nmm_t_5789,en,nmmsn,Chinemys reevesii Carapace is a kind of Natural Medicinal Material.,nmm-0149
nmm_t_5790,zh,nmmsn_zh,乌龟背甲是一种天然药材。,nmm-0149
nmm_t_5791,en,nmmgn,Gui-bei-jia is a kind of Natural Medicinal Material.,nmm-0149
nmm_t_5792,zh,nmmgn_zh,龟背甲是一种天然药材。,nmm-0149
nmm_t_5793,en,nmmsn,Chinemys reevesii Plastron is a kind of Natural Medicinal Material.,nmm-014a
nmm_t_5794,zh,nmmsn_zh,乌龟腹甲是一种天然药材。,nmm-014a
nmm_t_5795,en,nmmgn,Gui-fu-jia is a kind of Natural Medicinal Material.,nmm-014a
nmm_t_5796,zh,nmmgn_zh,龟腹甲是一种天然药材。,nmm-014a
nmm_t_5797,en,nmmsn,Chinemys reevesii Carapace and Plastron is a kind of Natural Medicinal Material.,nmm-014b
nmm_t_5798,zh,nmmsn_zh,乌龟背甲与腹甲是一种天然药材。,nmm-014b
nmm_t_5799,en,nmmgn,Gui-jia is a kind of Natural Medicinal Material.,nmm-014b
nmm_t_5800,zh,nmmgn_zh,龟甲是一种天然药材。,nmm-014b
nmm_t_5801,en,nmmsn,Chinemys reevesii Carapace Cleaned is a kind of Natural Medicinal Material.,nmm-014c
nmm_t_5802,zh,nmmsn_zh,净制乌龟背甲是一种天然药材。,nmm-014c
nmm_t_5803,en,nmmgn,Jing-gui-bei-jia is a kind of Natural Medicinal Material.,nmm-014c
nmm_t_5804,zh,nmmgn_zh,净龟背甲是一种天然药材。,nmm-014c
nmm_t_5805,en,nmmsn,Chinemys reevesii Plastron Cleaned is a kind of Natural Medicinal Material.,nmm-014d
nmm_t_5806,zh,nmmsn_zh,净制乌龟腹甲是一种天然药材。,nmm-014d
nmm_t_5807,en,nmmgn,Jing-fui-fu-jia is a kind of Natural Medicinal Material.,nmm-014d
nmm_t_5808,zh,nmmgn_zh,净龟腹甲是一种天然药材。,nmm-014d
nmm_t_5809,en,nmmsn,Chinemys reevesii Carapace and Plastron Cleaned is a kind of Natural Medicinal Material.,nmm-014e
nmm_t_5810,zh,nmmsn_zh,净制乌龟背甲与腹甲是一种天然药材。,nmm-014e
nmm_t_5811,en,nmmgn,Jing-gui-jia is a kind of Natural Medicinal Material.,nmm-014e
nmm_t_5812,zh,nmmgn_zh,净龟甲是一种天然药材。,nmm-014e
nmm_t_5813,en,nmmsn,Chinemys reevesii Carapace Cleaned and Stirfried-sand-quenched-vinegar is a kind of Natural Medicinal Material.,nmm-014f
nmm_t_5814,zh,nmmsn_zh,砂炒醋淬制净制乌龟背甲是一种天然药材。,nmm-014f
nmm_t_5815,en,nmmgn,Cu-gui-bei-jia is a kind of Natural Medicinal Material.,nmm-014f
nmm_t_5816,zh,nmmgn_zh,醋龟背甲是一种天然药材。,nmm-014f
nmm_t_5817,en,nmmsn,Chinemys reevesii Plastron Cleaned and Stirfried-sand-quenched-vinegar is a kind of Natural Medicinal Material.,nmm-014g
nmm_t_5818,zh,nmmsn_zh,砂炒醋淬制净制乌龟腹甲是一种天然药材。,nmm-014g
nmm_t_5819,en,nmmgn,Cu-gui-fu-jia is a kind of Natural Medicinal Material.,nmm-014g
nmm_t_5820,zh,nmmgn_zh,醋龟腹甲是一种天然药材。,nmm-014g
nmm_t_5821,en,nmmsn,Chinemys reevesii Carapace and Plastron Cleaned and Stirfried-sand-quenched-vinegar is a kind of Natural Medicinal Material.,nmm-014h
nmm_t_5822,zh,nmmsn_zh,砂炒醋淬制净制乌龟背甲与腹甲是一种天然药材。,nmm-014h
nmm_t_5823,en,nmmgn,Cu-gui-jia is a kind of Natural Medicinal Material.,nmm-014h
nmm_t_5824,zh,nmmgn_zh,醋龟甲是一种天然药材。,nmm-014h
nmm_t_5825,en,nmmsn,Chinemys reevesii Carapace and Plastron Gelled is a kind of Natural Medicinal Material.,nmm-014i
nmm_t_5826,zh,nmmsn_zh,胶制乌龟背甲与腹甲是一种天然药材。,nmm-014i
nmm_t_5827,en,nmmgn,Gui-jia-jiao is a kind of Natural Medicinal Material.,nmm-014i
nmm_t_5828,zh,nmmgn_zh,龟甲胶是一种天然药材。,nmm-014i
nmm_t_5829,en,nmmsn,Trionyx sinensis Carapace is a kind of Natural Medicinal Material.,nmm-014j
nmm_t_5830,zh,nmmsn_zh,鳖背甲是一种天然药材。,nmm-014j
nmm_t_5831,en,nmmgn,Bie-jia is a kind of Natural Medicinal Material.,nmm-014j
nmm_t_5832,zh,nmmgn_zh,鳖甲是一种天然药材。,nmm-014j
nmm_t_5833,en,nmmsn,Trionyx sinensis Carapace Cleaned is a kind of Natural Medicinal Material.,nmm-014k
nmm_t_5834,zh,nmmsn_zh,净制鳖背甲是一种天然药材。,nmm-014k
nmm_t_5835,en,nmmgn,Jing-bie-jia is a kind of Natural Medicinal Material.,nmm-014k
nmm_t_5836,zh,nmmgn_zh,净鳖甲是一种天然药材。,nmm-014k
nmm_t_5837,en,nmmsn,Trionyx sinensis Carapace Cleaned and Stirfried-sand-quenched-vinegar is a kind of Natural Medicinal Material.,nmm-014l
nmm_t_5838,zh,nmmsn_zh,砂炒醋淬制净制鳖背甲是一种天然药材。,nmm-014l
nmm_t_5839,en,nmmgn,Cu-bie-jia is a kind of Natural Medicinal Material.,nmm-014l
nmm_t_5840,zh,nmmgn_zh,醋鳖甲是一种天然药材。,nmm-014l
nmm_t_5841,en,nmmsn,Yulania biondii Flower-bud is a kind of Natural Medicinal Material.,nmm-014m
nmm_t_5842,zh,nmmsn_zh,望春玉兰花蕾是一种天然药材。,nmm-014m
nmm_t_5843,en,nmmgn,Wang-chun-yu-lan is a kind of Natural Medicinal Material.,nmm-014m
nmm_t_5844,zh,nmmgn_zh,望春玉兰是一种天然药材。,nmm-014m
nmm_t_5845,en,nmmsn,Yulania denudata Flower-bud is a kind of Natural Medicinal Material.,nmm-014n
nmm_t_5846,zh,nmmsn_zh,玉兰花蕾是一种天然药材。,nmm-014n
nmm_t_5847,en,nmmgn,Yu-lan is a kind of Natural Medicinal Material.,nmm-014n
nmm_t_5848,zh,nmmgn_zh,玉兰是一种天然药材。,nmm-014n
nmm_t_5849,en,nmmsn,Yulania sprengeri Flower-bud is a kind of Natural Medicinal Material.,nmm-014o
nmm_t_5850,zh,nmmsn_zh,武当玉兰花蕾是一种天然药材。,nmm-014o
nmm_t_5851,en,nmmgn,Wu-dang-yu-lan is a kind of Natural Medicinal Material.,nmm-014o
nmm_t_5852,zh,nmmgn_zh,武当玉兰是一种天然药材。,nmm-014o
nmm_t_5853,en,nmmsn,Yulania biondii vel denudata vel sprengeri Flower-bud is a kind of Natural Medicinal Material.,nmm-014p
nmm_t_5854,zh,nmmsn_zh,望春玉兰或玉兰或武当玉兰花蕾是一种天然药材。,nmm-014p
nmm_t_5855,en,nmmgn,Xin-yi is a kind of Natural Medicinal Material.,nmm-014p
nmm_t_5856,zh,nmmgn_zh,辛夷是一种天然药材。,nmm-014p
nmm_t_5857,en,nmmsn,Yulania biondii Flower-bud Cleaned is a kind of Natural Medicinal Material.,nmm-014q
nmm_t_5858,zh,nmmsn_zh,净制望春玉兰花蕾是一种天然药材。,nmm-014q
nmm_t_5859,en,nmmgn,Jing-wang-chun-yu-lan is a kind of Natural Medicinal Material.,nmm-014q
nmm_t_5860,zh,nmmgn_zh,净望春玉兰是一种天然药材。,nmm-014q
nmm_t_5861,en,nmmsn,Yulania denudata Flower-bud Cleaned is a kind of Natural Medicinal Material.,nmm-014r
nmm_t_5862,zh,nmmsn_zh,净制玉兰花蕾是一种天然药材。,nmm-014r
nmm_t_5863,en,nmmgn,Jing-yu-lan is a kind of Natural Medicinal Material.,nmm-014r
nmm_t_5864,zh,nmmgn_zh,净玉兰是一种天然药材。,nmm-014r
nmm_t_5865,en,nmmsn,Yulania sprengeri Flower-bud Cleaned is a kind of Natural Medicinal Material.,nmm-014s
nmm_t_5866,zh,nmmsn_zh,净制武当玉兰花蕾是一种天然药材。,nmm-014s
nmm_t_5867,en,nmmgn,Jing-wu-dang-yu-lan is a kind of Natural Medicinal Material.,nmm-014s
nmm_t_5868,zh,nmmgn_zh,净武当玉兰是一种天然药材。,nmm-014s
nmm_t_5869,en,nmmsn,Yulania biondii vel denudata vel sprengeri Flower-bud Cleaned is a kind of Natural Medicinal Material.,nmm-014t
nmm_t_5870,zh,nmmsn_zh,净制望春玉兰或玉兰或武当玉兰花蕾是一种天然药材。,nmm-014t
nmm_t_5871,en,nmmgn,Jing-xin-yi is a kind of Natural Medicinal Material.,nmm-014t
nmm_t_5872,zh,nmmgn_zh,净辛夷是一种天然药材。,nmm-014t
nmm_t_5873,en,nmmsn,Hansenia weberbaueriana Rhizome is a kind of Natural Medicinal Material.,nmm-014u
nmm_t_5874,zh,nmmsn_zh,羌活根茎是一种天然药材。,nmm-014u
nmm_t_5875,en,nmmgn,Dan-qiang-huo-gen-jing is a kind of Natural Medicinal Material.,nmm-014u
nmm_t_5876,zh,nmmgn_zh,单羌活根茎是一种天然药材。,nmm-014u
nmm_t_5877,en,nmmsn,Hansenia weberbaueriana Root is a kind of Natural Medicinal Material.,nmm-014v
nmm_t_5878,zh,nmmsn_zh,羌活根是一种天然药材。,nmm-014v
nmm_t_5879,en,nmmgn,Dan-qiang-huo-gen is a kind of Natural Medicinal Material.,nmm-014v
nmm_t_5880,zh,nmmgn_zh,单羌活根是一种天然药材。,nmm-014v
nmm_t_5881,en,nmmsn,Hansenia weberbaueriana Rhizome and Root is a kind of Natural Medicinal Material.,nmm-014w
nmm_t_5882,zh,nmmsn_zh,羌活根茎与根是一种天然药材。,nmm-014w
nmm_t_5883,en,nmmgn,Dan-qiang-huo is a kind of Natural Medicinal Material.,nmm-014w
nmm_t_5884,zh,nmmgn_zh,单羌活是一种天然药材。,nmm-014w
nmm_t_5885,en,nmmsn,Hansenia forbesii Rhizome is a kind of Natural Medicinal Material.,nmm-014x
nmm_t_5886,zh,nmmsn_zh,宽叶羌活根茎是一种天然药材。,nmm-014x
nmm_t_5887,en,nmmgn,Kuan-ye-qiang-huo-gen-jing is a kind of Natural Medicinal Material.,nmm-014x
nmm_t_5888,zh,nmmgn_zh,宽叶羌活根茎是一种天然药材。,nmm-014x
nmm_t_5889,en,nmmsn,Hansenia forbesii Root is a kind of Natural Medicinal Material.,nmm-014y
nmm_t_5890,zh,nmmsn_zh,宽叶羌活根是一种天然药材。,nmm-014y
nmm_t_5891,en,nmmgn,Kuan-ye-qiang-huo-gen is a kind of Natural Medicinal Material.,nmm-014y
nmm_t_5892,zh,nmmgn_zh,宽叶羌活根是一种天然药材。,nmm-014y
nmm_t_5893,en,nmmsn,Hansenia forbesii Rhizome and Root is a kind of Natural Medicinal Material.,nmm-014z
nmm_t_5894,zh,nmmsn_zh,宽叶羌活根茎与根是一种天然药材。,nmm-014z
nmm_t_5895,en,nmmgn,Kuan-ye-qiang-huo is a kind of Natural Medicinal Material.,nmm-014z
nmm_t_5896,zh,nmmgn_zh,宽叶羌活是一种天然药材。,nmm-014z
nmm_t_5897,en,nmmsn,Hansenia forbesii vel weberbaueriana Rhizome and Root is a kind of Natural Medicinal Material.,nmm-0150
nmm_t_5898,zh,nmmsn_zh,宽叶羌活或羌活根茎与根是一种天然药材。,nmm-0150
nmm_t_5899,en,nmmgn,Qiang-huo is a kind of Natural Medicinal Material.,nmm-0150
nmm_t_5900,zh,nmmgn_zh,羌活是一种天然药材。,nmm-0150
nmm_t_5901,en,nmmsn,Hansenia weberbaueriana Rhizome Sliced is a kind of Natural Medicinal Material.,nmm-0151
nmm_t_5902,zh,nmmsn_zh,片制羌活根茎是一种天然药材。,nmm-0151
nmm_t_5903,en,nmmgn,Dan-qiang-huo-gen-jing-pian is a kind of Natural Medicinal Material.,nmm-0151
nmm_t_5904,zh,nmmgn_zh,单羌活根茎片是一种天然药材。,nmm-0151
nmm_t_5905,en,nmmsn,Hansenia weberbaueriana Root Sliced is a kind of Natural Medicinal Material.,nmm-0152
nmm_t_5906,zh,nmmsn_zh,片制羌活根是一种天然药材。,nmm-0152
nmm_t_5907,en,nmmgn,Dan-qiang-huo-gen-pian is a kind of Natural Medicinal Material.,nmm-0152
nmm_t_5908,zh,nmmgn_zh,单羌活根片是一种天然药材。,nmm-0152
